Time  Layer1_Flux  Layer1_Error  Layer2_Flux  Layer2_Error  Layer3_Flux  Layer3_Error  Layer4_Flux  Layer4_Error  Layer5_Flux  Layer5_Error  Layer6_Flux  Layer6_Error  Layer7_Flux  Layer7_Error  Layer8_Flux  Layer8_Error  Layer9_Flux  Layer9_Error  Layer10_Flux  Layer10_Error  Layer11_Flux  Layer11_Error  Layer12_Flux  Layer12_Error  Layer13_Flux  Layer13_Error  Layer14_Flux  Layer14_Error  Layer15_Flux  Layer15_Error  Layer16_Flux  Layer16_Error  Layer17_Flux  Layer17_Error
3.9000E+04  1.46333E-06  0.4078  2.60885E-06  0.3165  3.16208E-08  1.0000  1.15080E-07  1.0000  4.42157E-07  0.7121  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.45197E-07  1.0000  1.90552E-07  1.0000  8.44190E-07  0.4620  9.08399E-07  0.4698  2.50367E-06  0.2686  3.87491E-07  0.7274
3.9100E+04  1.76331E-06  0.3835  2.69289E-06  0.2960  3.69816E-07  0.7269  0.00000E+00  0.0000  4.57126E-07  0.7095  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.07189E-07  0.7620  1.90552E-07  1.0000  8.20515E-07  0.4595  1.12722E-06  0.4042  2.47971E-06  0.2690  3.41942E-07  0.6827
3.9200E+04  1.10673E-06  0.4401  2.05333E-06  0.3300  2.49249E-07  0.8164  0.00000E+00  0.0000  4.57126E-07  0.7095  2.19580E-07  1.0000  4.44594E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.58674E-07  0.5794  1.90552E-07  1.0000  8.18919E-07  0.4609  7.87249E-07  0.4357  2.58721E-06  0.2587  4.48807E-07  0.6683
3.9300E+04  1.03599E-06  0.4199  1.88716E-06  0.3313  4.41591E-07  0.6339  6.68557E-08  1.0000  3.07460E-07  0.7527  2.19580E-07  1.0000  6.91960E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.57438E-07  0.5909  1.90552E-07  1.0000  7.64871E-07  0.5050  5.45182E-07  0.5479  2.22258E-06  0.2893  3.66025E-07  0.6722
3.9400E+04  9.67438E-07  0.3504  2.19521E-06  0.2868  4.38281E-07  0.6663  1.88521E-07  1.0000  4.69841E-11  1.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.39688E-07  0.5939  1.90552E-07  1.0000  4.09804E-07  0.5730  4.35200E-07  0.6091  2.20934E-06  0.2788  2.48225E-07  0.7071
3.9500E+04  9.25507E-07  0.4476  2.33465E-06  0.2876  3.86406E-07  0.7072  1.88521E-07  1.0000  0.00000E+00  0.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.27313E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.86349E-07  0.7286  1.90552E-07  1.0000  3.82495E-07  0.5774  7.07384E-07  0.5104  1.59188E-06  0.3399  1.25483E-07  1.0000
3.9600E+04  1.20701E-06  0.4099  2.23403E-06  0.3068  1.96557E-07  1.0000  1.88521E-07  1.0000  0.00000E+00  0.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.98017E-07  1.0000  0.00000E+00  0.0000  1.35447E-07  1.0000  3.86349E-07  0.7286  1.90552E-07  1.0000  2.28765E-07  0.7111  7.85380E-07  0.4703  1.82566E-06  0.2991  1.25483E-07  1.0000
3.9700E+04  1.49904E-06  0.3503  1.98828E-06  0.3217  3.71843E-07  0.6734  1.88521E-07  1.0000  2.81849E-09  1.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.98017E-07  1.0000  0.00000E+00  0.0000  1.48177E-07  1.0000  4.68547E-07  0.6259  3.28273E-07  0.7162  2.78354E-07  0.7100  8.30987E-07  0.4769  1.63290E-06  0.3246  5.97151E-08  1.0000
3.9800E+04  1.60098E-06  0.3411  1.61478E-06  0.3459  4.99088E-07  0.6474  2.20396E-08  1.0000  1.39022E-07  1.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.98017E-07  1.0000  0.00000E+00  0.0000  1.48177E-07  1.0000  3.45784E-07  0.5961  2.53078E-07  0.8077  3.74256E-07  0.7432  1.19554E-06  0.3938  1.42085E-06  0.3555  0.00000E+00  0.0000
3.9900E+04  1.35454E-06  0.3683  1.76616E-06  0.3580  5.99735E-07  0.5871  0.00000E+00  0.0000  1.39022E-07  1.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.98017E-07  1.0000  0.00000E+00  0.0000  1.48177E-07  1.0000  0.00000E+00  0.0000  2.35231E-07  1.0000  4.74616E-07  0.6230  1.11458E-06  0.4004  1.46234E-06  0.3440  0.00000E+00  0.0000
4.0000E+04  1.35395E-06  0.3754  1.74599E-06  0.3601  7.01596E-07  0.5267  0.00000E+00  0.0000  9.09802E-08  1.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.73770E-08  1.0000  0.00000E+00  0.0000  1.48177E-07  1.0000  1.06767E-07  1.0000  2.35231E-07  1.0000  6.10945E-07  0.5402  1.18191E-06  0.3860  1.68282E-06  0.2987  0.00000E+00  0.0000
4.0100E+04  1.57994E-06  0.3538  1.82942E-06  0.3374  5.93280E-07  0.5834  0.00000E+00  0.0000  0.00000E+00  0.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.48177E-07  1.0000  2.19618E-07  1.0000  2.35231E-07  1.0000  6.70517E-07  0.5115  1.05588E-06  0.4415  1.67651E-06  0.3137  1.58219E-07  1.0000
4.0200E+04  2.02444E-06  0.3308  1.71781E-06  0.3400  4.39642E-07  0.7002  0.00000E+00  0.0000  0.00000E+00  0.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.48177E-07  1.0000  2.19618E-07  1.0000  2.35231E-07  1.0000  5.32474E-07  0.5948  1.08078E-06  0.4160  1.45630E-06  0.3279  1.97352E-07  0.9553
4.0300E+04  1.78343E-06  0.3589  1.00632E-06  0.4049  5.15636E-07  0.5684  0.00000E+00  0.0000  0.00000E+00  0.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.48177E-07  1.0000  2.19618E-07  1.0000  2.35231E-07  1.0000  2.62557E-07  0.6726  9.79835E-07  0.4167  1.66912E-06  0.3104  1.88307E-07  1.0000
4.0400E+04  1.83281E-06  0.3468  6.11910E-07  0.5771  3.52241E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.19580E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.48177E-07  1.0000  2.19618E-07  1.0000  2.35231E-07  1.0000  2.33378E-07  0.7555  7.21569E-07  0.4948  1.61471E-06  0.3205  2.32604E-07  0.8317
4.0500E+04  1.77374E-06  0.3690  7.29047E-07  0.5529  5.01802E-07  0.7626  0.00000E+00  0.0000  0.00000E+00  0.0000  5.96677E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.00084E-08  1.0000  1.78018E-07  0.7670  2.35231E-07  1.0000  4.46819E-07  0.5794  7.79896E-07  0.5016  7.76740E-07  0.4499  3.65727E-07  0.7074
4.0600E+04  1.92228E-06  0.3430  9.99210E-07  0.4487  6.56023E-07  0.7090  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.41940E-07  1.0000  2.35231E-07  1.0000  3.55746E-07  0.7131  6.90736E-07  0.4964  6.99521E-07  0.4757  4.71340E-07  0.5929
4.0700E+04  1.82026E-06  0.3752  1.23095E-06  0.4115  4.81734E-07  0.7308  0.00000E+00  0.0000  0.00000E+00  0.0000  1.61190E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.41940E-07  1.0000  2.35231E-07  1.0000  5.22950E-07  0.5347  7.29927E-07  0.4695  8.55046E-07  0.3947  5.45976E-07  0.5775
4.0800E+04  2.04485E-06  0.3346  1.35678E-06  0.3578  5.53278E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.18169E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.22894E-07  0.7331  3.15484E-07  0.7866  6.24505E-07  0.4736  6.90660E-07  0.4718  8.76327E-07  0.4016  3.79168E-07  0.6822
4.0900E+04  1.64533E-06  0.3370  1.45549E-06  0.4267  5.30664E-07  0.7093  0.00000E+00  0.0000  0.00000E+00  0.0000  2.18169E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.46668E-07  0.5211  5.36627E-07  0.5922  2.06389E-07  0.9804  5.34054E-07  0.5837  1.04163E-06  0.3779  3.44820E-07  0.5666
4.1000E+04  1.30020E-06  0.3940  1.35559E-06  0.4329  7.97275E-07  0.7071  0.00000E+00  0.0000  0.00000E+00  0.0000  2.18169E-07  1.0000  0.00000E+00  0.0000  4.27184E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  6.60971E-07  0.5264  4.17117E-07  0.5900  9.54546E-08  0.8895  6.56642E-07  0.5062  1.30991E-06  0.3460  3.00484E-07  0.7078
4.1100E+04  1.27145E-06  0.4299  6.99547E-07  0.5021  7.97275E-07  0.7071  0.00000E+00  0.0000  0.00000E+00  0.0000  2.18169E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.97847E-07  0.8266  0.00000E+00  0.0000  2.04317E-07  1.0000  6.40489E-07  0.4821  1.01501E-06  0.4192  2.96130E-07  0.7075
4.1200E+04  8.43298E-07  0.5417  8.99036E-07  0.4231  7.97275E-07  0.7071  0.00000E+00  0.0000  0.00000E+00  0.0000  5.39013E-09  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.42353E-07  1.0000  0.00000E+00  0.0000  2.64271E-07  0.8057  5.52309E-07  0.5008  1.39097E-06  0.3595  1.43396E-07  1.0000
4.1300E+04  6.95112E-07  0.5241  5.57225E-07  0.5131  8.54109E-07  0.6258  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.42353E-07  1.0000  0.00000E+00  0.0000  3.68124E-07  0.7114  4.20738E-07  0.5782  1.28797E-06  0.3511  7.05375E-08  0.7073
4.1400E+04  7.95857E-07  0.4997  2.65056E-07  0.7180  6.59545E-07  0.7209  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.40355E-07  0.7681  1.95258E-08  1.0000  4.76224E-07  0.5949  3.18752E-07  0.6217  1.04451E-06  0.4138  1.40317E-07  1.0000
4.1500E+04  1.32930E-06  0.3795  6.25945E-07  0.5043  6.59545E-07  0.7209  0.00000E+00  0.0000  1.64369E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.23007E-07  0.7146  1.75866E-07  1.0000  5.91557E-07  0.5194  1.56009E-07  0.9149  1.08099E-06  0.3847  4.01230E-07  0.5440
4.1600E+04  1.52418E-06  0.3623  1.30056E-06  0.4274  6.59545E-07  0.7209  0.00000E+00  0.0000  3.06621E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.23007E-07  0.7146  9.49035E-09  1.0000  7.65359E-07  0.4587  1.32204E-07  0.8866  1.25807E-06  0.3655  4.72362E-07  0.5593
4.1700E+04  1.21552E-06  0.3824  1.17674E-06  0.4422  6.90375E-07  0.6071  0.00000E+00  0.0000  3.06621E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.07970E-07  0.7195  0.00000E+00  0.0000  7.58846E-07  0.5024  3.24314E-07  0.7123  1.07018E-06  0.3977  3.44797E-07  0.7192
4.1800E+04  1.41872E-06  0.3534  1.49534E-06  0.3793  4.02053E-07  0.7413  0.00000E+00  0.0000  3.06621E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.42353E-07  1.0000  0.00000E+00  0.0000  7.48375E-07  0.4814  3.46077E-07  0.7489  8.84537E-07  0.4410  2.17410E-07  0.9424
4.1900E+04  1.43622E-06  0.3422  1.79737E-06  0.3451  3.65103E-07  0.7748  0.00000E+00  0.0000  3.06621E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.42353E-07  1.0000  0.00000E+00  0.0000  7.75918E-07  0.5024  2.33392E-07  1.0000  1.14849E-06  0.3742  2.04480E-07  1.0000
4.2000E+04  1.40432E-06  0.3447  2.12095E-06  0.3298  3.69814E-07  0.7696  0.00000E+00  0.0000  3.06621E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  7.39419E-08  1.0000  0.00000E+00  0.0000  7.25214E-07  0.5056  2.33392E-07  1.0000  1.29175E-06  0.3515  2.00141E-07  1.0000
4.2100E+04  1.31796E-06  0.3606  1.92022E-06  0.3404  3.92033E-07  0.7488  0.00000E+00  0.0000  2.66557E-07  1.0000  0.00000E+00  0.0000  1.78500E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.47201E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.29381E-07  0.6465  9.31722E-08  0.7120  9.00265E-07  0.3979  0.00000E+00  0.0000
4.2200E+04  1.17240E-06  0.3691  1.56878E-06  0.3523  2.60048E-07  0.7072  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.01235E-07  1.0000  0.00000E+00  0.0000  1.58590E-07  1.0000  2.28863E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  8.39938E-07  0.4709  3.30674E-07  0.7188  7.95102E-07  0.4506  0.00000E+00  0.0000
4.2300E+04  1.06665E-06  0.4130  1.33043E-06  0.3627  1.27695E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  8.89393E-08  1.0000  0.00000E+00  0.0000  1.85155E-07  1.0000  2.28863E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  7.54469E-07  0.5114  4.43397E-07  0.5940  7.04288E-07  0.4803  0.00000E+00  0.0000
4.2400E+04  1.01553E-06  0.4154  1.19179E-06  0.3825  1.59845E-07  0.8238  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.85155E-07  1.0000  2.28863E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.43507E-07  0.6127  1.51900E-07  1.0000  8.17718E-07  0.4417  0.00000E+00  0.0000
4.2500E+04  9.67421E-07  0.4187  1.20313E-06  0.3791  3.27295E-07  0.7240  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.85155E-07  1.0000  2.28863E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.12138E-07  0.6289  1.73373E-07  0.8849  1.38694E-06  0.3504  0.00000E+00  0.0000
4.2600E+04  1.36297E-06  0.3482  1.38001E-06  0.3633  2.93965E-07  0.7510  0.00000E+00  0.0000  0.00000E+00  0.0000  8.22804E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.85155E-07  1.0000  2.28863E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  7.17343E-08  1.0000  4.47650E-07  0.5890  1.51900E-07  1.0000  1.68158E-06  0.3242  0.00000E+00  0.0000
4.2700E+04  1.19078E-06  0.3661  1.82725E-06  0.3313  1.99600E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.06425E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.85155E-07  1.0000  2.28863E-07  1.0000  0.00000E+00  0.0000  5.98159E-08  1.0000  2.47214E-07  1.0000  3.41895E-07  0.5813  1.90212E-07  0.8236  1.73382E-06  0.3201  0.00000E+00  0.0000
4.2800E+04  7.92992E-07  0.4679  1.63146E-06  0.3208  1.99600E-07  1.0000  0.00000E+00  0.0000  1.66365E-08  1.0000  1.71291E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.85155E-07  1.0000  2.28863E-07  1.0000  0.00000E+00  0.0000  2.27120E-07  1.0000  2.49819E-08  1.0000  1.92619E-07  0.9281  2.64710E-07  0.6966  1.58609E-06  0.3219  1.64697E-08  1.0000
4.2900E+04  5.79278E-07  0.5214  1.12569E-06  0.3846  1.99600E-07  1.0000  0.00000E+00  0.0000  2.01486E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.31735E-08  1.0000  2.28863E-07  1.0000  0.00000E+00  0.0000  2.27120E-07  1.0000  0.00000E+00  0.0000  1.78187E-07  1.0000  4.65994E-07  0.5774  1.39707E-06  0.3269  3.31585E-08  1.0000
4.3000E+04  5.00969E-07  0.5822  1.46225E-06  0.3657  1.99600E-07  1.0000  0.00000E+00  0.0000  6.95014E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  7.98235E-08  1.0000  0.00000E+00  0.0000  8.81637E-08  1.0000  2.32426E-07  1.0000  1.78187E-07  1.0000  3.50666E-07  0.6598  1.13862E-06  0.3719  0.00000E+00  0.0000
4.3100E+04  5.00969E-07  0.5822  1.70106E-06  0.3360  1.99600E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.44697E-07  1.0000  1.78187E-07  1.0000  3.14734E-07  0.7071  9.87698E-07  0.4116  0.00000E+00  0.0000
4.3200E+04  2.72009E-07  0.6341  1.72454E-06  0.3112  1.99600E-07  1.0000  2.01993E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.01177E-08  1.0000  2.44697E-07  1.0000  2.65206E-07  0.7213  2.96454E-07  0.7080  7.42391E-07  0.4536  0.00000E+00  0.0000
4.3300E+04  5.37344E-07  0.5904  1.82008E-06  0.3276  1.99600E-07  1.0000  2.89691E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.31459E-07  1.0000  4.32673E-07  0.7132  4.22450E-07  0.7009  3.07084E-07  0.7072  7.64280E-07  0.4416  0.00000E+00  0.0000
4.3400E+04  5.45306E-07  0.5889  1.66781E-06  0.3342  3.72719E-07  0.7089  2.89691E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.31459E-07  1.0000  4.92359E-07  0.7071  2.51156E-07  0.7538  5.50608E-08  0.7576  9.31048E-07  0.4340  2.17853E-09  1.0000
4.3500E+04  7.87932E-07  0.4559  1.31123E-06  0.3405  3.14953E-07  0.7176  2.89691E-07  1.0000  0.00000E+00  0.0000  1.54673E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.31459E-07  1.0000  4.92359E-07  0.7071  5.13943E-07  0.5180  0.00000E+00  0.0000  8.11654E-07  0.4635  2.55939E-07  0.7117
4.3600E+04  9.03642E-07  0.4601  1.10075E-06  0.3923  2.11178E-07  0.8837  2.89691E-07  1.0000  0.00000E+00  0.0000  1.70813E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.33160E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.31459E-07  1.0000  4.92359E-07  0.7071  7.19148E-07  0.4535  0.00000E+00  0.0000  6.25942E-07  0.5313  3.41829E-07  0.7167
4.3700E+04  6.99228E-07  0.4939  1.07942E-06  0.3967  4.28652E-07  0.7138  2.89691E-07  1.0000  0.00000E+00  0.0000  5.36825E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.37701E-07  1.0000  6.03112E-08  1.0000  0.00000E+00  0.0000  2.31459E-07  1.0000  3.41725E-07  0.7753  6.19038E-07  0.4875  0.00000E+00  0.0000  5.99319E-07  0.5481  3.41829E-07  0.7167
4.3800E+04  6.36943E-07  0.5065  9.39196E-07  0.4053  4.28652E-07  0.7138  2.07622E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.46754E-08  1.0000  0.00000E+00  0.0000  7.55796E-08  1.0000  1.27863E-07  1.0000  0.00000E+00  0.0000  2.31459E-07  1.0000  2.47663E-07  1.0000  4.68031E-07  0.5812  1.19890E-07  0.9199  6.12230E-07  0.5178  3.41829E-07  0.7167
4.3900E+04  6.60620E-07  0.4697  9.82801E-07  0.3774  4.28652E-07  0.7138  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.02673E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.10461E-07  1.0000  0.00000E+00  0.0000  2.31459E-07  1.0000  2.47663E-07  1.0000  4.68031E-07  0.5812  3.59383E-07  0.7392  4.55206E-07  0.5232  3.41829E-07  0.7167
4.4000E+04  1.12657E-06  0.3991  1.14062E-06  0.3936  4.28652E-07  0.7138  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.02673E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.31459E-07  1.0000  2.47663E-07  1.0000  4.43722E-07  0.5880  5.23677E-07  0.5408  6.29201E-07  0.4285  3.41829E-07  0.7167
4.4100E+04  9.30859E-07  0.4330  1.10389E-06  0.4141  1.52816E-07  0.8923  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.56661E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.37173E-07  1.0000  2.47663E-07  1.0000  2.47619E-07  0.7303  6.59058E-07  0.4991  6.37100E-07  0.4804  3.41821E-07  0.7167
4.4200E+04  5.27108E-07  0.5998  1.10389E-06  0.4141  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  9.78343E-08  1.0000  3.20230E-07  0.8059  1.55801E-07  1.0000  6.27221E-07  0.5204  8.57357E-07  0.3949  1.99223E-07  1.0000
4.4300E+04  6.98227E-07  0.4991  9.61005E-07  0.4433  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.36554E-07  1.0000  2.71754E-07  0.8158  2.12994E-07  0.7792  4.80840E-07  0.6076  1.13995E-06  0.3450  1.99223E-07  1.0000
4.4400E+04  1.01427E-06  0.4320  4.86692E-07  0.6052  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.36554E-07  1.0000  2.27654E-07  0.9422  3.77203E-07  0.6133  3.61553E-07  0.7376  1.09287E-06  0.3666  2.28987E-07  0.8088
4.4500E+04  1.13842E-06  0.4200  2.01171E-07  0.7258  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.63586E-08  1.0000  3.58309E-07  0.7204  5.57919E-07  0.5575  3.57892E-07  0.7270  8.12509E-07  0.4367  1.56027E-07  1.0000
4.4600E+04  1.10983E-06  0.4086  1.21838E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.75044E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.58309E-07  0.7204  7.15087E-07  0.5025  1.53491E-07  0.8768  7.39069E-07  0.5065  1.66284E-07  0.9403
4.4700E+04  1.05333E-06  0.4401  3.08974E-07  0.7131  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.60824E-07  1.0000  1.38231E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.45047E-07  0.7181  5.33536E-07  0.5812  1.43633E-07  0.9229  1.16717E-06  0.3767  1.56027E-07  1.0000
4.4800E+04  1.18622E-06  0.4605  2.37537E-07  0.7167  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.12359E-08  1.0000  1.38231E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.44249E-07  1.0000  5.29716E-07  0.5818  5.63978E-07  0.5680  1.55919E-06  0.3220  1.56027E-07  1.0000
